,mod5_b,height,wind,diff_h
1105,0,1747,1105,0.0
1106,1,1748,1106,1.0
1107,2,1751,1107,3.0
1108,3,1754,1108,3.0
1109,4,1754,1109,0.0
1110,0,1754,1110,0.0
1111,1,1755,1111,1.0
1112,2,1757,1112,2.0
1113,3,1758,1113,1.0
1114,4,1761,1114,3.0
1115,0,1761,1115,0.0
1116,1,1762,1116,1.0
1117,2,1764,1117,2.0
1118,3,1767,1118,3.0
1119,4,1771,1119,4.0
1120,0,1773,1120,2.0
1121,1,1774,1121,1.0
1122,2,1777,1122,3.0
1123,3,1779,1123,2.0
1124,4,1781,1124,2.0
1125,0,1781,1125,0.0
1126,1,1781,1126,0.0
1127,2,1783,1127,2.0
1128,3,1786,1128,3.0
1129,4,1786,1129,0.0
1130,0,1786,1130,0.0
1131,1,1787,1131,1.0
1132,2,1789,1132,2.0
1133,3,1792,1133,3.0
1134,4,1796,1134,4.0
1135,0,1796,1135,0.0
1136,1,1796,1136,0.0
1137,2,1796,1137,0.0
1138,3,1799,1138,3.0
1139,4,1801,1139,2.0
1140,0,1801,1140,0.0
1141,1,1802,1141,1.0
1142,2,1805,1142,3.0
1143,3,1808,1143,3.0
1144,4,1808,1144,0.0
1145,0,1808,1145,0.0
1146,1,1809,1146,1.0
1147,2,1812,1147,3.0
1148,3,1815,1148,3.0
1149,4,1819,1149,4.0
1150,0,1819,1150,0.0
1151,1,1819,1151,0.0
1152,2,1822,1152,3.0
1153,3,1825,1153,3.0
1154,4,1825,1154,0.0
1155,0,1827,1155,2.0
1156,1,1828,1156,1.0
1157,2,1831,1157,3.0
1158,3,1834,1158,3.0
1159,4,1836,1159,2.0
1160,0,1838,1160,2.0
1161,1,1839,1161,1.0
1162,2,1841,1162,2.0
1163,3,1843,1163,2.0
1164,4,1845,1164,2.0
1165,0,1847,1165,2.0
1166,1,1848,1166,1.0
1167,2,1849,1167,1.0
1168,3,1852,1168,3.0
1169,4,1852,1169,0.0
1170,0,1854,1170,2.0
1171,1,1855,1171,1.0
1172,2,1857,1172,2.0
1173,3,1858,1173,1.0
1174,4,1860,1174,2.0
1175,0,1862,1175,2.0
1176,1,1863,1176,1.0
1177,2,1865,1177,2.0
1178,3,1867,1178,2.0
1179,4,1868,1179,1.0
1180,0,1870,1180,2.0
1181,1,1870,1181,0.0
1182,2,1871,1182,1.0
1183,3,1873,1183,2.0
1184,4,1875,1184,2.0
1185,0,1875,1185,0.0
1186,1,1875,1186,0.0
1187,2,1877,1187,2.0
1188,3,1878,1188,1.0
1189,4,1881,1189,3.0
1190,0,1883,1190,2.0
1191,1,1883,1191,0.0
1192,2,1885,1192,2.0
1193,3,1888,1193,3.0
1194,4,1890,1194,2.0
1195,0,1890,1195,0.0
1196,1,1891,1196,1.0
1197,2,1894,1197,3.0
1198,3,1896,1198,2.0
1199,4,1898,1199,2.0
1200,0,1898,1200,0.0
1201,1,1899,1201,1.0
1202,2,1902,1202,3.0
1203,3,1904,1203,2.0
1204,4,1905,1204,1.0
1205,0,1905,1205,0.0
1206,1,1905,1206,0.0
1207,2,1908,1207,3.0
1208,3,1911,1208,3.0
1209,4,1913,1209,2.0
1210,0,1915,1210,2.0
1211,1,1916,1211,1.0
1212,2,1919,1212,3.0
1213,3,1919,1213,0.0
1214,4,1923,1214,4.0
1215,0,1923,1215,0.0
1216,1,1924,1216,1.0
1217,2,1927,1217,3.0
1218,3,1929,1218,2.0
1219,4,1933,1219,4.0
1220,0,1935,1220,2.0
1221,1,1936,1221,1.0
1222,2,1939,1222,3.0
1223,3,1942,1223,3.0
1224,4,1946,1224,4.0
1225,0,1946,1225,0.0
1226,1,1947,1226,1.0
1227,2,1949,1227,2.0
1228,3,1950,1228,1.0
1229,4,1952,1229,2.0
1230,0,1954,1230,2.0
1231,1,1954,1231,0.0
1232,2,1954,1232,0.0
1233,3,1957,1233,3.0
1234,4,1957,1234,0.0
1235,0,1957,1235,0.0
1236,1,1958,1236,1.0
1237,2,1961,1237,3.0
1238,3,1963,1238,2.0
1239,4,1967,1239,4.0
1240,0,1969,1240,2.0
1241,1,1970,1241,1.0
1242,2,1973,1242,3.0
1243,3,1975,1243,2.0
1244,4,1976,1244,1.0
1245,0,1976,1245,0.0
1246,1,1976,1246,0.0
1247,2,1978,1247,2.0
1248,3,1981,1248,3.0
1249,4,1983,1249,2.0
1250,0,1983,1250,0.0
1251,1,1984,1251,1.0
1252,2,1987,1252,3.0
1253,3,1990,1253,3.0
1254,4,1990,1254,0.0
1255,0,1990,1255,0.0
1256,1,1991,1256,1.0
1257,2,1994,1257,3.0
1258,3,1996,1258,2.0
1259,4,1997,1259,1.0
1260,0,1999,1260,2.0
1261,1,2000,1261,1.0
1262,2,2002,1262,2.0
1263,3,2003,1263,1.0
1264,4,2005,1264,2.0
1265,0,2005,1265,0.0
1266,1,2005,1266,0.0
1267,2,2008,1267,3.0
1268,3,2011,1268,3.0
1269,4,2011,1269,0.0
1270,0,2011,1270,0.0
1271,1,2011,1271,0.0
1272,2,2012,1272,1.0
1273,3,2014,1273,2.0
1274,4,2015,1274,1.0
1275,0,2017,1275,2.0
1276,1,2018,1276,1.0
1277,2,2021,1277,3.0
1278,3,2023,1278,2.0
1279,4,2027,1279,4.0
1280,0,2029,1280,2.0
1281,1,2030,1281,1.0
1282,2,2033,1282,3.0
1283,3,2035,1283,2.0
1284,4,2037,1284,2.0
1285,0,2037,1285,0.0
1286,1,2037,1286,0.0
1287,2,2038,1287,1.0
1288,3,2040,1288,2.0
1289,4,2042,1289,2.0
1290,0,2042,1290,0.0
1291,1,2043,1291,1.0
1292,2,2046,1292,3.0
1293,3,2049,1293,3.0
1294,4,2051,1294,2.0
1295,0,2051,1295,0.0
1296,1,2052,1296,1.0
1297,2,2054,1297,2.0
1298,3,2057,1298,3.0
1299,4,2061,1299,4.0
1300,0,2063,1300,2.0
1301,1,2064,1301,1.0
1302,2,2067,1302,3.0
1303,3,2069,1303,2.0
1304,4,2071,1304,2.0
1305,0,2071,1305,0.0
1306,1,2072,1306,1.0
1307,2,2075,1307,3.0
1308,3,2078,1308,3.0
1309,4,2078,1309,0.0
1310,0,2080,1310,2.0
1311,1,2081,1311,1.0
1312,2,2084,1312,3.0
1313,3,2087,1313,3.0
1314,4,2089,1314,2.0
1315,0,2089,1315,0.0
1316,1,2090,1316,1.0
1317,2,2092,1317,2.0
1318,3,2094,1318,2.0
1319,4,2094,1319,0.0
1320,0,2094,1320,0.0
1321,1,2095,1321,1.0
1322,2,2097,1322,2.0
1323,3,2098,1323,1.0
1324,4,2100,1324,2.0
1325,0,2100,1325,0.0
1326,1,2101,1326,1.0
1327,2,2104,1327,3.0
1328,3,2107,1328,3.0
1329,4,2109,1329,2.0
1330,0,2109,1330,0.0
1331,1,2110,1331,1.0
1332,2,2112,1332,2.0
1333,3,2114,1333,2.0
1334,4,2114,1334,0.0
1335,0,2114,1335,0.0
1336,1,2115,1336,1.0
1337,2,2118,1337,3.0
1338,3,2118,1338,0.0
1339,4,2119,1339,1.0
1340,0,2121,1340,2.0
1341,1,2122,1341,1.0
1342,2,2125,1342,3.0
1343,3,2127,1343,2.0
1344,4,2129,1344,2.0
1345,0,2129,1345,0.0
1346,1,2130,1346,1.0
1347,2,2133,1347,3.0
1348,3,2135,1348,2.0
1349,4,2136,1349,1.0
1350,0,2136,1350,0.0
1351,1,2137,1351,1.0
1352,2,2140,1352,3.0
1353,3,2142,1353,2.0
1354,4,2146,1354,4.0
1355,0,2148,1355,2.0
1356,1,2149,1356,1.0
1357,2,2152,1357,3.0
1358,3,2154,1358,2.0
1359,4,2155,1359,1.0
1360,0,2156,1360,1.0
1361,1,2156,1361,0.0
1362,2,2159,1362,3.0
1363,3,2159,1363,0.0
1364,4,2161,1364,2.0
1365,0,2161,1365,0.0
1366,1,2161,1366,0.0
1367,2,2164,1367,3.0
1368,3,2167,1368,3.0
1369,4,2167,1369,0.0
1370,0,2167,1370,0.0
1371,1,2167,1371,0.0
1372,2,2169,1372,2.0
1373,3,2172,1373,3.0
1374,4,2172,1374,0.0
1375,0,2172,1375,0.0
1376,1,2173,1376,1.0
1377,2,2175,1377,2.0
1378,3,2178,1378,3.0
1379,4,2178,1379,0.0
1380,0,2180,1380,2.0
1381,1,2181,1381,1.0
1382,2,2184,1382,3.0
1383,3,2186,1383,2.0
1384,4,2187,1384,1.0
1385,0,2188,1385,1.0
1386,1,2188,1386,0.0
1387,2,2191,1387,3.0
1388,3,2193,1388,2.0
1389,4,2194,1389,1.0
1390,0,2194,1390,0.0
1391,1,2195,1391,1.0
1392,2,2197,1392,2.0
1393,3,2200,1393,3.0
1394,4,2204,1394,4.0
1395,0,2204,1395,0.0
1396,1,2205,1396,1.0
1397,2,2205,1397,0.0
1398,3,2208,1398,3.0
1399,4,2208,1399,0.0
1400,0,2208,1400,0.0
1401,1,2208,1401,0.0
1402,2,2209,1402,1.0
1403,3,2212,1403,3.0
1404,4,2212,1404,0.0
1405,0,2212,1405,0.0
1406,1,2213,1406,1.0
1407,2,2216,1407,3.0
1408,3,2219,1408,3.0
1409,4,2219,1409,0.0
1410,0,2219,1410,0.0
1411,1,2220,1411,1.0
1412,2,2222,1412,2.0
1413,3,2223,1413,1.0
1414,4,2225,1414,2.0
1415,0,2225,1415,0.0
1416,1,2225,1416,0.0
1417,2,2228,1417,3.0
1418,3,2230,1418,2.0
1419,4,2232,1419,2.0
1420,0,2234,1420,2.0
1421,1,2235,1421,1.0
1422,2,2237,1422,2.0
1423,3,2238,1423,1.0
1424,4,2240,1424,2.0
1425,0,2240,1425,0.0
1426,1,2241,1426,1.0
1427,2,2244,1427,3.0
1428,3,2246,1428,2.0
1429,4,2247,1429,1.0
1430,0,2248,1430,1.0
1431,1,2249,1431,1.0
1432,2,2252,1432,3.0
1433,3,2254,1433,2.0
1434,4,2256,1434,2.0
1435,0,2258,1435,2.0
1436,1,2259,1436,1.0
1437,2,2262,1437,3.0
1438,3,2264,1438,2.0
1439,4,2264,1439,0.0
1440,0,2264,1440,0.0
1441,1,2264,1441,0.0
1442,2,2267,1442,3.0
1443,3,2270,1443,3.0
1444,4,2272,1444,2.0
1445,0,2274,1445,2.0
1446,1,2274,1446,0.0
1447,2,2276,1447,2.0
1448,3,2279,1448,3.0
1449,4,2281,1449,2.0
1450,0,2283,1450,2.0
1451,1,2284,1451,1.0
1452,2,2287,1452,3.0
1453,3,2290,1453,3.0
1454,4,2290,1454,0.0
1455,0,2290,1455,0.0
1456,1,2291,1456,1.0
1457,2,2294,1457,3.0
1458,3,2297,1458,3.0
1459,4,2299,1459,2.0
1460,0,2299,1460,0.0
1461,1,2300,1461,1.0
1462,2,2303,1462,3.0
1463,3,2305,1463,2.0
1464,4,2305,1464,0.0
1465,0,2305,1465,0.0
1466,1,2306,1466,1.0
1467,2,2309,1467,3.0
1468,3,2312,1468,3.0
1469,4,2312,1469,0.0
1470,0,2314,1470,2.0
1471,1,2314,1471,0.0
1472,2,2317,1472,3.0
1473,3,2317,1473,0.0
1474,4,2318,1474,1.0
1475,0,2318,1475,0.0
1476,1,2318,1476,0.0
1477,2,2321,1477,3.0
1478,3,2321,1478,0.0
1479,4,2323,1479,2.0
1480,0,2325,1480,2.0
1481,1,2326,1481,1.0
1482,2,2328,1482,2.0
1483,3,2331,1483,3.0
1484,4,2331,1484,0.0
1485,0,2332,1485,1.0
1486,1,2333,1486,1.0
1487,2,2335,1487,2.0
1488,3,2337,1488,2.0
1489,4,2337,1489,0.0
1490,0,2337,1490,0.0
1491,1,2338,1491,1.0
1492,2,2341,1492,3.0
1493,3,2343,1493,2.0
1494,4,2345,1494,2.0
1495,0,2347,1495,2.0
1496,1,2348,1496,1.0
1497,2,2350,1497,2.0
1498,3,2353,1498,3.0
1499,4,2353,1499,0.0
1500,0,2353,1500,0.0
1501,1,2354,1501,1.0
1502,2,2354,1502,0.0
1503,3,2357,1503,3.0
1504,4,2361,1504,4.0
1505,0,2363,1505,2.0
1506,1,2364,1506,1.0
1507,2,2367,1507,3.0
1508,3,2369,1508,2.0
1509,4,2370,1509,1.0
1510,0,2372,1510,2.0
1511,1,2373,1511,1.0
1512,2,2376,1512,3.0
1513,3,2376,1513,0.0
1514,4,2379,1514,3.0
1515,0,2381,1515,2.0
1516,1,2382,1516,1.0
1517,2,2385,1517,3.0
1518,3,2388,1518,3.0
1519,4,2390,1519,2.0
1520,0,2390,1520,0.0
1521,1,2391,1521,1.0
1522,2,2394,1522,3.0
1523,3,2394,1523,0.0
1524,4,2396,1524,2.0
1525,0,2396,1525,0.0
1526,1,2397,1526,1.0
1527,2,2400,1527,3.0
1528,3,2403,1528,3.0
1529,4,2407,1529,4.0
1530,0,2407,1530,0.0
1531,1,2408,1531,1.0
1532,2,2411,1532,3.0
1533,3,2414,1533,3.0
1534,4,2418,1534,4.0
1535,0,2420,1535,2.0
1536,1,2421,1536,1.0
1537,2,2424,1537,3.0
1538,3,2427,1538,3.0
1539,4,2431,1539,4.0
1540,0,2431,1540,0.0
1541,1,2432,1541,1.0
1542,2,2435,1542,3.0
1543,3,2437,1543,2.0
1544,4,2439,1544,2.0
1545,0,2439,1545,0.0
1546,1,2440,1546,1.0
1547,2,2443,1547,3.0
1548,3,2446,1548,3.0
1549,4,2448,1549,2.0
1550,0,2448,1550,0.0
1551,1,2449,1551,1.0
1552,2,2452,1552,3.0
1553,3,2455,1553,3.0
1554,4,2455,1554,0.0
1555,0,2457,1555,2.0
1556,1,2458,1556,1.0
1557,2,2460,1557,2.0
1558,3,2461,1558,1.0
1559,4,2463,1559,2.0
1560,0,2465,1560,2.0
1561,1,2466,1561,1.0
1562,2,2469,1562,3.0
1563,3,2472,1563,3.0
1564,4,2474,1564,2.0
1565,0,2474,1565,0.0
1566,1,2475,1566,1.0
1567,2,2478,1567,3.0
1568,3,2480,1568,2.0
1569,4,2484,1569,4.0
1570,0,2484,1570,0.0
1571,1,2485,1571,1.0
1572,2,2487,1572,2.0
1573,3,2490,1573,3.0
1574,4,2490,1574,0.0
1575,0,2491,1575,1.0
1576,1,2491,1576,0.0
1577,2,2494,1577,3.0
1578,3,2497,1578,3.0
1579,4,2501,1579,4.0
1580,0,2501,1580,0.0
1581,1,2502,1581,1.0
1582,2,2505,1582,3.0
1583,3,2507,1583,2.0
1584,4,2511,1584,4.0
1585,0,2511,1585,0.0
1586,1,2512,1586,1.0
1587,2,2515,1587,3.0
1588,3,2518,1588,3.0
1589,4,2518,1589,0.0
1590,0,2518,1590,0.0
1591,1,2519,1591,1.0
1592,2,2521,1592,2.0
1593,3,2522,1593,1.0
1594,4,2526,1594,4.0
1595,0,2526,1595,0.0
1596,1,2527,1596,1.0
1597,2,2530,1597,3.0
1598,3,2533,1598,3.0
1599,4,2535,1599,2.0
1600,0,2537,1600,2.0
1601,1,2538,1601,1.0
1602,2,2540,1602,2.0
1603,3,2541,1603,1.0
1604,4,2544,1604,3.0
1605,0,2546,1605,2.0
1606,1,2546,1606,0.0
1607,2,2549,1607,3.0
1608,3,2549,1608,0.0
1609,4,2549,1609,0.0
1610,0,2550,1610,1.0
1611,1,2551,1611,1.0
1612,2,2552,1612,1.0
1613,3,2554,1613,2.0
1614,4,2558,1614,4.0
1615,0,2558,1615,0.0
1616,1,2559,1616,1.0
1617,2,2562,1617,3.0
1618,3,2564,1618,2.0
1619,4,2564,1619,0.0
1620,0,2564,1620,0.0
1621,1,2565,1621,1.0
1622,2,2567,1622,2.0
1623,3,2570,1623,3.0
1624,4,2572,1624,2.0
1625,0,2572,1625,0.0
1626,1,2573,1626,1.0
1627,2,2576,1627,3.0
1628,3,2579,1628,3.0
1629,4,2579,1629,0.0
1630,0,2579,1630,0.0
1631,1,2580,1631,1.0
1632,2,2582,1632,2.0
1633,3,2585,1633,3.0
1634,4,2587,1634,2.0
1635,0,2589,1635,2.0
1636,1,2589,1636,0.0
1637,2,2591,1637,2.0
1638,3,2593,1638,2.0
1639,4,2593,1639,0.0
1640,0,2595,1640,2.0
1641,1,2595,1641,0.0
1642,2,2598,1642,3.0
1643,3,2601,1643,3.0
1644,4,2601,1644,0.0
1645,0,2601,1645,0.0
1646,1,2601,1646,0.0
1647,2,2603,1647,2.0
1648,3,2604,1648,1.0
1649,4,2606,1649,2.0
1650,0,2606,1650,0.0
1651,1,2607,1651,1.0
1652,2,2609,1652,2.0
1653,3,2610,1653,1.0
1654,4,2612,1654,2.0
1655,0,2612,1655,0.0
1656,1,2613,1656,1.0
1657,2,2616,1657,3.0
1658,3,2616,1658,0.0
1659,4,2620,1659,4.0
1660,0,2620,1660,0.0
1661,1,2621,1661,1.0
1662,2,2623,1662,2.0
1663,3,2625,1663,2.0
1664,4,2629,1664,4.0
1665,0,2629,1665,0.0
1666,1,2630,1666,1.0
1667,2,2632,1667,2.0
1668,3,2633,1668,1.0
1669,4,2635,1669,2.0
1670,0,2635,1670,0.0
1671,1,2635,1671,0.0
1672,2,2637,1672,2.0
1673,3,2639,1673,2.0
1674,4,2640,1674,1.0
1675,0,2641,1675,1.0
1676,1,2642,1676,1.0
1677,2,2645,1677,3.0
1678,3,2647,1678,2.0
1679,4,2649,1679,2.0
1680,0,2649,1680,0.0
1681,1,2650,1681,1.0
1682,2,2653,1682,3.0
1683,3,2656,1683,3.0
1684,4,2658,1684,2.0
1685,0,2660,1685,2.0
1686,1,2661,1686,1.0
1687,2,2663,1687,2.0
1688,3,2666,1688,3.0
1689,4,2666,1689,0.0
1690,0,2667,1690,1.0
1691,1,2668,1691,1.0
1692,2,2671,1692,3.0
1693,3,2674,1693,3.0
1694,4,2674,1694,0.0
1695,0,2676,1695,2.0
1696,1,2676,1696,0.0
1697,2,2678,1697,2.0
1698,3,2681,1698,3.0
1699,4,2681,1699,0.0
1700,0,2683,1700,2.0
1701,1,2684,1701,1.0
1702,2,2687,1702,3.0
1703,3,2689,1703,2.0
1704,4,2693,1704,4.0
1705,0,2695,1705,2.0
1706,1,2696,1706,1.0
1707,2,2699,1707,3.0
1708,3,2702,1708,3.0
1709,4,2702,1709,0.0
1710,0,2702,1710,0.0
1711,1,2703,1711,1.0
1712,2,2706,1712,3.0
1713,3,2706,1713,0.0
1714,4,2710,1714,4.0
1715,0,2710,1715,0.0
1716,1,2711,1716,1.0
1717,2,2711,1717,0.0
1718,3,2714,1718,3.0
1719,4,2715,1719,1.0
1720,0,2716,1720,1.0
1721,1,2717,1721,1.0
1722,2,2720,1722,3.0
1723,3,2723,1723,3.0
1724,4,2725,1724,2.0
1725,0,2725,1725,0.0
1726,1,2726,1726,1.0
1727,2,2728,1727,2.0
1728,3,2729,1728,1.0
1729,4,2729,1729,0.0
1730,0,2731,1730,2.0
1731,1,2732,1731,1.0
1732,2,2735,1732,3.0
1733,3,2738,1733,3.0
1734,4,2738,1734,0.0
1735,0,2738,1735,0.0
1736,1,2738,1736,0.0
1737,2,2740,1737,2.0
1738,3,2742,1738,2.0
1739,4,2744,1739,2.0
1740,0,2744,1740,0.0
1741,1,2745,1741,1.0
1742,2,2748,1742,3.0
1743,3,2750,1743,2.0
1744,4,2754,1744,4.0
1745,0,2756,1745,2.0
1746,1,2757,1746,1.0
1747,2,2759,1747,2.0
1748,3,2762,1748,3.0
1749,4,2766,1749,4.0
1750,0,2766,1750,0.0
1751,1,2767,1751,1.0
1752,2,2769,1752,2.0
1753,3,2771,1753,2.0
1754,4,2773,1754,2.0
1755,0,2773,1755,0.0
1756,1,2773,1756,0.0
1757,2,2775,1757,2.0
1758,3,2778,1758,3.0
1759,4,2780,1759,2.0
1760,0,2780,1760,0.0
1761,1,2781,1761,1.0
1762,2,2784,1762,3.0
1763,3,2786,1763,2.0
1764,4,2790,1764,4.0
1765,0,2792,1765,2.0
1766,1,2793,1766,1.0
1767,2,2795,1767,2.0
1768,3,2796,1768,1.0
1769,4,2800,1769,4.0
1770,0,2800,1770,0.0
1771,1,2801,1771,1.0
1772,2,2804,1772,3.0
1773,3,2807,1773,3.0
1774,4,2811,1774,4.0
1775,0,2811,1775,0.0
1776,1,2811,1776,0.0
1777,2,2811,1777,0.0
1778,3,2814,1778,3.0
1779,4,2814,1779,0.0
1780,0,2814,1780,0.0
1781,1,2815,1781,1.0
1782,2,2816,1782,1.0
1783,3,2818,1783,2.0
1784,4,2819,1784,1.0
1785,0,2821,1785,2.0
1786,1,2822,1786,1.0
1787,2,2825,1787,3.0
1788,3,2827,1788,2.0
1789,4,2828,1789,1.0
1790,0,2828,1790,0.0
1791,1,2828,1791,0.0
1792,2,2831,1792,3.0
1793,3,2833,1793,2.0
1794,4,2835,1794,2.0
1795,0,2837,1795,2.0
1796,1,2838,1796,1.0
1797,2,2841,1797,3.0
1798,3,2843,1798,2.0
1799,4,2847,1799,4.0
1800,0,2847,1800,0.0
1801,1,2848,1801,1.0
1802,2,2851,1802,3.0
1803,3,2854,1803,3.0
1804,4,2856,1804,2.0
1805,0,2856,1805,0.0
1806,1,2857,1806,1.0
1807,2,2860,1807,3.0
1808,3,2860,1808,0.0
1809,4,2863,1809,3.0
1810,0,2865,1810,2.0
1811,1,2866,1811,1.0
1812,2,2869,1812,3.0
1813,3,2872,1813,3.0
1814,4,2876,1814,4.0
1815,0,2876,1815,0.0
1816,1,2876,1816,0.0
1817,2,2876,1817,0.0
1818,3,2879,1818,3.0
1819,4,2879,1819,0.0
1820,0,2880,1820,1.0
1821,1,2880,1821,0.0
1822,2,2883,1822,3.0
1823,3,2883,1823,0.0
1824,4,2885,1824,2.0
1825,0,2885,1825,0.0
1826,1,2886,1826,1.0
1827,2,2889,1827,3.0
1828,3,2892,1828,3.0
1829,4,2892,1829,0.0
1830,0,2892,1830,0.0
1831,1,2893,1831,1.0
1832,2,2896,1832,3.0
1833,3,2899,1833,3.0
1834,4,2899,1834,0.0
1835,0,2901,1835,2.0
1836,1,2902,1836,1.0
1837,2,2904,1837,2.0
1838,3,2907,1838,3.0
1839,4,2907,1839,0.0
1840,0,2907,1840,0.0
1841,1,2908,1841,1.0
1842,2,2911,1842,3.0
1843,3,2914,1843,3.0
1844,4,2916,1844,2.0
1845,0,2916,1845,0.0
1846,1,2917,1846,1.0
1847,2,2917,1847,0.0
1848,3,2920,1848,3.0
1849,4,2920,1849,0.0
1850,0,2920,1850,0.0
1851,1,2921,1851,1.0
1852,2,2923,1852,2.0
1853,3,2924,1853,1.0
1854,4,2926,1854,2.0
1855,0,2926,1855,0.0
1856,1,2926,1856,0.0
1857,2,2929,1857,3.0
1858,3,2932,1858,3.0
1859,4,2932,1859,0.0
1860,0,2934,1860,2.0
1861,1,2935,1861,1.0
1862,2,2938,1862,3.0
1863,3,2941,1863,3.0
1864,4,2943,1864,2.0
1865,0,2943,1865,0.0
1866,1,2944,1866,1.0
1867,2,2947,1867,3.0
1868,3,2949,1868,2.0
1869,4,2951,1869,2.0
1870,0,2953,1870,2.0
1871,1,2954,1871,1.0
1872,2,2956,1872,2.0
1873,3,2959,1873,3.0
1874,4,2959,1874,0.0
1875,0,2960,1875,1.0
1876,1,2960,1876,0.0
1877,2,2963,1877,3.0
1878,3,2965,1878,2.0
1879,4,2965,1879,0.0
1880,0,2965,1880,0.0
1881,1,2966,1881,1.0
1882,2,2969,1882,3.0
1883,3,2971,1883,2.0
1884,4,2972,1884,1.0
1885,0,2974,1885,2.0
1886,1,2975,1886,1.0
1887,2,2977,1887,2.0
1888,3,2980,1888,3.0
1889,4,2980,1889,0.0
1890,0,2980,1890,0.0
1891,1,2981,1891,1.0
1892,2,2984,1892,3.0
1893,3,2987,1893,3.0
1894,4,2987,1894,0.0
1895,0,2987,1895,0.0
1896,1,2988,1896,1.0
1897,2,2990,1897,2.0
1898,3,2991,1898,1.0
1899,4,2993,1899,2.0
1900,0,2993,1900,0.0
1901,1,2994,1901,1.0
1902,2,2996,1902,2.0
1903,3,2997,1903,1.0
1904,4,2999,1904,2.0
1905,0,2999,1905,0.0
1906,1,3000,1906,1.0
1907,2,3003,1907,3.0
1908,3,3005,1908,2.0
1909,4,3007,1909,2.0
1910,0,3007,1910,0.0
1911,1,3007,1911,0.0
1912,2,3009,1912,2.0
1913,3,3012,1913,3.0
1914,4,3014,1914,2.0
1915,0,3014,1915,0.0
1916,1,3015,1916,1.0
1917,2,3018,1917,3.0
1918,3,3020,1918,2.0
1919,4,3024,1919,4.0
1920,0,3026,1920,2.0
1921,1,3027,1921,1.0
1922,2,3030,1922,3.0
1923,3,3032,1923,2.0
1924,4,3034,1924,2.0
1925,0,3036,1925,2.0
1926,1,3037,1926,1.0
1927,2,3039,1927,2.0
1928,3,3040,1928,1.0
1929,4,3042,1929,2.0
1930,0,3044,1930,2.0
1931,1,3045,1931,1.0
1932,2,3048,1932,3.0
1933,3,3050,1933,2.0
1934,4,3050,1934,0.0
1935,0,3052,1935,2.0
1936,1,3052,1936,0.0
1937,2,3052,1937,0.0
1938,3,3055,1938,3.0
1939,4,3056,1939,1.0
1940,0,3056,1940,0.0
1941,1,3056,1941,0.0
1942,2,3059,1942,3.0
1943,3,3061,1943,2.0
1944,4,3063,1944,2.0
1945,0,3063,1945,0.0
1946,1,3064,1946,1.0
1947,2,3067,1947,3.0
1948,3,3069,1948,2.0
1949,4,3071,1949,2.0
1950,0,3071,1950,0.0
1951,1,3072,1951,1.0
1952,2,3074,1952,2.0
1953,3,3077,1953,3.0
1954,4,3077,1954,0.0
1955,0,3077,1955,0.0
1956,1,3078,1956,1.0
1957,2,3079,1957,1.0
1958,3,3081,1958,2.0
1959,4,3083,1959,2.0
1960,0,3085,1960,2.0
1961,1,3086,1961,1.0
1962,2,3089,1962,3.0
1963,3,3092,1963,3.0
1964,4,3094,1964,2.0
1965,0,3096,1965,2.0
1966,1,3097,1966,1.0
1967,2,3100,1967,3.0
1968,3,3103,1968,3.0
1969,4,3103,1969,0.0
1970,0,3103,1970,0.0
1971,1,3104,1971,1.0
1972,2,3106,1972,2.0
1973,3,3109,1973,3.0
1974,4,3111,1974,2.0
1975,0,3111,1975,0.0
1976,1,3112,1976,1.0
1977,2,3112,1977,0.0
1978,3,3115,1978,3.0
1979,4,3115,1979,0.0
1980,0,3115,1980,0.0
1981,1,3115,1981,0.0
1982,2,3117,1982,2.0
1983,3,3120,1983,3.0
1984,4,3120,1984,0.0
1985,0,3120,1985,0.0
1986,1,3121,1986,1.0
1987,2,3124,1987,3.0
1988,3,3127,1988,3.0
1989,4,3131,1989,4.0
1990,0,3131,1990,0.0
1991,1,3131,1991,0.0
1992,2,3131,1992,0.0
1993,3,3134,1993,3.0
1994,4,3134,1994,0.0
1995,0,3134,1995,0.0
1996,1,3135,1996,1.0
1997,2,3138,1997,3.0
1998,3,3141,1998,3.0
1999,4,3141,1999,0.0
2000,0,3141,2000,0.0
2001,1,3141,2001,0.0
2002,2,3143,2002,2.0
2003,3,3143,2003,0.0
2004,4,3145,2004,2.0
2005,0,3145,2005,0.0
2006,1,3146,2006,1.0
2007,2,3149,2007,3.0
2008,3,3152,2008,3.0
2009,4,3152,2009,0.0
2010,0,3154,2010,2.0
2011,1,3155,2011,1.0
2012,2,3158,2012,3.0
2013,3,3160,2013,2.0
2014,4,3162,2014,2.0
2015,0,3162,2015,0.0
2016,1,3163,2016,1.0
2017,2,3166,2017,3.0
2018,3,3169,2018,3.0
2019,4,3171,2019,2.0
2020,0,3171,2020,0.0
2021,1,3172,2021,1.0
2022,2,3175,2022,3.0
2023,3,3175,2023,0.0
2024,4,3178,2024,3.0
2025,0,3178,2025,0.0
2026,1,3178,2026,0.0
2027,2,3181,2027,3.0
2028,3,3184,2028,3.0
2029,4,3184,2029,0.0
2030,0,3184,2030,0.0
2031,1,3185,2031,1.0
2032,2,3188,2032,3.0
2033,3,3188,2033,0.0
2034,4,3189,2034,1.0
2035,0,3191,2035,2.0
2036,1,3191,2036,0.0
